ts,app,status,elapsed_ms,error
2026-04-02T13:49:03Z,memlabapp-1,200,1035,
2026-04-02T13:49:04Z,memlabapp-2,200,846,
2026-04-02T13:49:05Z,memlabapp-3,200,903,
2026-04-02T13:49:06Z,memlabapp-4,200,860,
2026-04-02T13:49:15Z,memlabapp-1,200,1302,
2026-04-02T13:49:16Z,memlabapp-2,200,1126,
2026-04-02T13:49:17Z,memlabapp-3,200,1091,
2026-04-02T13:49:18Z,memlabapp-4,200,1047,
2026-04-02T13:49:24Z,memlabapp-1,200,920,
2026-04-02T13:49:25Z,memlabapp-2,200,777,
2026-04-02T13:49:26Z,memlabapp-3,200,898,
2026-04-02T13:49:27Z,memlabapp-4,200,984,
2026-04-02T13:49:36Z,memlabapp-1,200,1335,
2026-04-02T13:49:38Z,memlabapp-2,200,1265,
2026-04-02T13:49:39Z,memlabapp-3,200,900,
2026-04-02T13:49:40Z,memlabapp-4,200,915,
2026-04-02T13:49:48Z,memlabapp-1,200,915,
2026-04-02T13:49:49Z,memlabapp-2,200,1000,
2026-04-02T13:49:50Z,memlabapp-3,200,885,
2026-04-02T13:49:51Z,memlabapp-4,200,1005,
2026-04-02T13:49:57Z,memlabapp-1,200,913,
2026-04-02T13:49:58Z,memlabapp-2,200,868,
2026-04-02T13:49:59Z,memlabapp-3,200,941,
2026-04-02T13:50:00Z,memlabapp-4,200,802,
2026-04-02T13:50:09Z,memlabapp-1,200,1022,
2026-04-02T13:50:10Z,memlabapp-2,200,905,
2026-04-02T13:50:11Z,memlabapp-3,200,962,
2026-04-02T13:50:12Z,memlabapp-4,200,981,
2026-04-02T13:50:21Z,memlabapp-1,200,1145,
2026-04-02T13:50:20Z,memlabapp-2,200,-1594,
2026-04-02T13:50:21Z,memlabapp-3,200,919,
2026-04-02T13:50:22Z,memlabapp-4,200,1020,
2026-04-02T13:50:31Z,memlabapp-1,200,1017,
2026-04-02T13:50:32Z,memlabapp-2,200,860,
2026-04-02T13:50:32Z,memlabapp-3,200,934,
2026-04-02T13:50:33Z,memlabapp-4,200,1031,
2026-04-02T13:50:42Z,memlabapp-1,200,963,
2026-04-02T13:50:43Z,memlabapp-2,200,921,
2026-04-02T13:50:44Z,memlabapp-3,200,806,
2026-04-02T13:50:45Z,memlabapp-4,200,1022,
2026-04-02T13:50:52Z,memlabapp-1,200,1100,
2026-04-02T13:50:53Z,memlabapp-2,200,955,
2026-04-02T13:50:53Z,memlabapp-3,200,909,
2026-04-02T13:50:54Z,memlabapp-4,200,869,
2026-04-02T13:51:03Z,memlabapp-1,200,1056,
2026-04-02T13:51:04Z,memlabapp-2,200,967,
2026-04-02T13:51:05Z,memlabapp-3,200,978,
2026-04-02T13:51:06Z,memlabapp-4,200,1009,
2026-04-02T13:51:15Z,memlabapp-1,200,889,
2026-04-02T13:51:16Z,memlabapp-2,200,1039,
2026-04-02T13:51:17Z,memlabapp-3,200,817,
2026-04-02T13:51:18Z,memlabapp-4,200,1223,
2026-04-02T13:51:25Z,memlabapp-1,200,848,
2026-04-02T13:51:25Z,memlabapp-2,200,957,
2026-04-02T13:51:27Z,memlabapp-3,200,1051,
2026-04-02T13:51:28Z,memlabapp-4,200,1014,
2026-04-02T13:51:37Z,memlabapp-1,200,969,
2026-04-02T13:51:38Z,memlabapp-2,200,1084,
2026-04-02T13:51:39Z,memlabapp-3,200,992,
2026-04-02T13:51:40Z,memlabapp-4,200,1026,
2026-04-02T13:51:49Z,memlabapp-1,200,945,
2026-04-02T13:51:50Z,memlabapp-2,200,947,
2026-04-02T13:51:51Z,memlabapp-3,200,991,
2026-04-02T13:51:49Z,memlabapp-4,200,-1608,
2026-04-02T13:51:58Z,memlabapp-1,200,993,
2026-04-02T13:51:59Z,memlabapp-2,200,920,
2026-04-02T13:52:00Z,memlabapp-3,200,843,
2026-04-02T13:52:01Z,memlabapp-4,200,929,
2026-04-02T13:52:10Z,memlabapp-1,200,988,
2026-04-02T13:52:11Z,memlabapp-2,200,1020,
2026-04-02T13:52:12Z,memlabapp-3,200,1075,
2026-04-02T13:52:13Z,memlabapp-4,200,973,
2026-04-02T13:52:19Z,memlabapp-1,200,-1631,
2026-04-02T13:52:20Z,memlabapp-2,200,1042,
2026-04-02T13:52:21Z,memlabapp-3,200,1194,
2026-04-02T13:52:22Z,memlabapp-4,200,1045,
2026-04-02T13:52:31Z,memlabapp-1,200,939,
2026-04-02T13:52:32Z,memlabapp-2,200,1047,
2026-04-02T13:52:33Z,memlabapp-3,200,986,
2026-04-02T13:52:34Z,memlabapp-4,200,898,
2026-04-02T13:52:43Z,memlabapp-1,200,1072,
2026-04-02T13:52:44Z,memlabapp-2,200,858,
2026-04-02T13:52:45Z,memlabapp-3,200,965,
2026-04-02T13:52:46Z,memlabapp-4,200,1098,
2026-04-02T13:52:53Z,memlabapp-1,200,1011,
2026-04-02T13:52:54Z,memlabapp-2,200,922,
2026-04-02T13:52:55Z,memlabapp-3,200,1009,
2026-04-02T13:52:56Z,memlabapp-4,200,1076,
2026-04-02T13:53:05Z,memlabapp-1,200,974,
2026-04-02T13:53:06Z,memlabapp-2,200,828,
2026-04-02T13:53:07Z,memlabapp-3,200,1077,
2026-04-02T13:53:08Z,memlabapp-4,200,1082,
2026-04-02T13:53:17Z,memlabapp-1,200,1072,
2026-04-02T13:53:18Z,memlabapp-2,200,1098,
2026-04-02T13:53:19Z,memlabapp-3,200,823,
2026-04-02T13:53:20Z,memlabapp-4,200,982,
2026-04-02T13:53:26Z,memlabapp-1,200,1104,
2026-04-02T13:53:27Z,memlabapp-2,200,903,
2026-04-02T13:53:28Z,memlabapp-3,200,816,
2026-04-02T13:53:29Z,memlabapp-4,200,915,
2026-04-02T13:53:38Z,memlabapp-1,200,1129,
2026-04-02T13:53:39Z,memlabapp-2,200,1003,
2026-04-02T13:53:40Z,memlabapp-3,200,1034,
2026-04-02T13:53:41Z,memlabapp-4,200,1008,
2026-04-02T13:53:50Z,memlabapp-1,200,1050,
2026-04-02T13:53:48Z,memlabapp-2,200,-1674,
2026-04-02T13:53:49Z,memlabapp-3,200,994,
2026-04-02T13:53:50Z,memlabapp-4,200,990,
2026-04-02T13:53:59Z,memlabapp-1,200,885,
2026-04-02T13:54:00Z,memlabapp-2,200,856,
2026-04-02T13:54:01Z,memlabapp-3,200,848,
2026-04-02T13:54:02Z,memlabapp-4,200,862,
2026-04-02T13:54:11Z,memlabapp-1,200,1007,
2026-04-02T13:54:12Z,memlabapp-2,200,998,
2026-04-02T13:54:13Z,memlabapp-3,200,1074,
2026-04-02T13:54:14Z,memlabapp-4,200,848,
2026-04-02T13:54:20Z,memlabapp-1,200,1041,
2026-04-02T13:54:21Z,memlabapp-2,200,1026,
2026-04-02T13:54:22Z,memlabapp-3,200,1033,
2026-04-02T13:54:23Z,memlabapp-4,200,1012,
