ts,app,status,elapsed_ms,error
2026-04-02T14:09:57Z,memlabapp-1,200,962,
2026-04-02T14:09:58Z,memlabapp-2,200,1026,
2026-04-02T14:09:59Z,memlabapp-3,200,935,
2026-04-02T14:10:00Z,memlabapp-4,200,813,
2026-04-02T14:10:09Z,memlabapp-1,200,1058,
2026-04-02T14:10:10Z,memlabapp-2,200,1047,
2026-04-02T14:10:11Z,memlabapp-3,200,852,
2026-04-02T14:10:12Z,memlabapp-4,200,1100,
2026-04-02T14:10:19Z,memlabapp-1,200,1037,
2026-04-02T14:10:20Z,memlabapp-2,200,1078,
2026-04-02T14:10:21Z,memlabapp-3,200,897,
2026-04-02T14:10:22Z,memlabapp-4,200,1040,
2026-04-02T14:10:31Z,memlabapp-1,200,1098,
2026-04-02T14:10:32Z,memlabapp-2,200,1035,
2026-04-02T14:10:33Z,memlabapp-3,200,1144,
2026-04-02T14:10:34Z,memlabapp-4,200,1099,
2026-04-02T14:10:40Z,memlabapp-1,200,-1783,
2026-04-02T14:10:41Z,memlabapp-2,200,1157,
2026-04-02T14:10:42Z,memlabapp-3,200,950,
2026-04-02T14:10:43Z,memlabapp-4,200,800,
2026-04-02T14:10:52Z,memlabapp-1,200,853,
2026-04-02T14:10:53Z,memlabapp-2,200,1090,
2026-04-02T14:10:54Z,memlabapp-3,200,863,
2026-04-02T14:10:55Z,memlabapp-4,200,1172,
2026-04-02T14:11:04Z,memlabapp-1,200,1004,
2026-04-02T14:11:05Z,memlabapp-2,200,991,
2026-04-02T14:11:06Z,memlabapp-3,200,835,
2026-04-02T14:11:07Z,memlabapp-4,200,924,
2026-04-02T14:11:13Z,memlabapp-1,200,1128,
2026-04-02T14:11:14Z,memlabapp-2,200,974,
2026-04-02T14:11:15Z,memlabapp-3,200,996,
2026-04-02T14:11:16Z,memlabapp-4,200,1065,
2026-04-02T14:11:26Z,memlabapp-1,200,1068,
2026-04-02T14:11:27Z,memlabapp-2,200,1097,
2026-04-02T14:11:28Z,memlabapp-3,200,1034,
2026-04-02T14:11:29Z,memlabapp-4,200,976,
2026-04-02T14:11:38Z,memlabapp-1,200,1005,
