ts,app,status,elapsed_ms,error
2026-04-02T10:52:41Z,memlabapp-1,200,914,
2026-04-02T10:52:42Z,memlabapp-2,200,1042,
2026-04-02T10:52:43Z,memlabapp-3,200,1033,
2026-04-02T10:52:44Z,memlabapp-4,200,908,
2026-04-02T10:52:53Z,memlabapp-1,200,1012,
2026-04-02T10:52:54Z,memlabapp-2,200,1035,
2026-04-02T10:52:55Z,memlabapp-3,200,924,
2026-04-02T10:52:56Z,memlabapp-4,200,996,
2026-04-02T10:53:02Z,memlabapp-1,200,830,
2026-04-02T10:53:03Z,memlabapp-2,200,1007,
2026-04-02T10:53:04Z,memlabapp-3,200,888,
2026-04-02T10:53:05Z,memlabapp-4,200,975,
2026-04-02T10:53:14Z,memlabapp-1,200,1005,
2026-04-02T10:53:15Z,memlabapp-2,200,1057,
2026-04-02T10:53:16Z,memlabapp-3,200,1070,
2026-04-02T10:53:17Z,memlabapp-4,200,1096,
2026-04-02T10:53:26Z,memlabapp-1,200,830,
2026-04-02T10:53:27Z,memlabapp-2,200,1033,
2026-04-02T10:53:28Z,memlabapp-3,200,1056,
2026-04-02T10:53:29Z,memlabapp-4,200,1066,
2026-04-02T10:53:36Z,memlabapp-1,200,963,
2026-04-02T10:53:37Z,memlabapp-2,200,1041,
2026-04-02T10:53:38Z,memlabapp-3,200,1063,
2026-04-02T10:53:39Z,memlabapp-4,200,1106,
2026-04-02T10:53:48Z,memlabapp-1,200,1042,
2026-04-02T10:53:49Z,memlabapp-2,200,927,
2026-04-02T10:53:50Z,memlabapp-3,200,1119,
2026-04-02T10:53:51Z,memlabapp-4,200,979,
2026-04-02T10:54:00Z,memlabapp-1,200,885,
2026-04-02T10:54:01Z,memlabapp-2,200,1029,
2026-04-02T10:54:00Z,memlabapp-3,200,-1146,
2026-04-02T10:54:01Z,memlabapp-4,200,1064,
2026-04-02T10:54:10Z,memlabapp-1,200,874,
2026-04-02T10:54:11Z,memlabapp-2,200,970,
2026-04-02T10:54:12Z,memlabapp-3,200,855,
2026-04-02T10:54:13Z,memlabapp-4,200,803,
2026-04-02T10:54:22Z,memlabapp-1,200,950,
2026-04-02T10:54:23Z,memlabapp-2,200,925,
2026-04-02T10:54:24Z,memlabapp-3,200,1071,
2026-04-02T10:54:25Z,memlabapp-4,200,990,
2026-04-02T10:54:34Z,memlabapp-1,200,960,
2026-04-02T10:54:35Z,memlabapp-2,200,1045,
2026-04-02T10:54:36Z,memlabapp-3,200,1030,
2026-04-02T10:54:37Z,memlabapp-4,200,759,
2026-04-02T10:54:46Z,memlabapp-1,200,921,
2026-04-02T10:54:47Z,memlabapp-2,200,1054,
2026-04-02T10:54:48Z,memlabapp-3,200,1035,
2026-04-02T10:54:45Z,memlabapp-4,200,-2271,
2026-04-02T10:54:54Z,memlabapp-1,200,1030,
2026-04-02T10:54:55Z,memlabapp-2,200,1067,
2026-04-02T10:54:57Z,memlabapp-3,200,1130,
2026-04-02T10:54:58Z,memlabapp-4,200,1119,
2026-04-02T10:55:07Z,memlabapp-1,200,1022,
2026-04-02T10:55:08Z,memlabapp-2,200,936,
2026-04-02T10:55:09Z,memlabapp-3,200,958,
2026-04-02T10:55:10Z,memlabapp-4,200,1061,
2026-04-02T10:55:17Z,memlabapp-1,200,1009,
2026-04-02T10:55:18Z,memlabapp-2,200,944,
2026-04-02T10:55:19Z,memlabapp-3,200,895,
2026-04-02T10:55:19Z,memlabapp-4,200,828,
2026-04-02T10:55:28Z,memlabapp-1,200,886,
2026-04-02T10:55:29Z,memlabapp-2,200,884,
2026-04-02T10:55:30Z,memlabapp-3,200,969,
2026-04-02T10:55:31Z,memlabapp-4,200,868,
2026-04-02T10:55:40Z,memlabapp-1,200,1033,
