ts,app,status,elapsed_ms,error
2026-04-02T14:00:47Z,memlabapp-1,200,1062,
2026-04-02T14:00:45Z,memlabapp-2,200,-1555,
2026-04-02T14:00:46Z,memlabapp-3,200,1054,
2026-04-02T14:00:47Z,memlabapp-4,200,958,
2026-04-02T14:00:56Z,memlabapp-1,200,902,
2026-04-02T14:00:57Z,memlabapp-2,200,959,
2026-04-02T14:00:58Z,memlabapp-3,200,1009,
2026-04-02T14:00:59Z,memlabapp-4,200,1007,
2026-04-02T14:01:08Z,memlabapp-1,200,1068,
2026-04-02T14:01:09Z,memlabapp-2,200,905,
2026-04-02T14:01:10Z,memlabapp-3,200,879,
2026-04-02T14:01:11Z,memlabapp-4,200,945,
2026-04-02T14:01:17Z,memlabapp-1,200,821,
2026-04-02T14:01:18Z,memlabapp-2,200,979,
2026-04-02T14:01:19Z,memlabapp-3,200,922,
2026-04-02T14:01:20Z,memlabapp-4,200,929,
2026-04-02T14:01:29Z,memlabapp-1,200,990,
2026-04-02T14:01:29Z,memlabapp-2,200,900,
2026-04-02T14:01:30Z,memlabapp-3,200,975,
2026-04-02T14:01:32Z,memlabapp-4,200,1049,
2026-04-02T14:01:41Z,memlabapp-1,200,1004,
2026-04-02T14:01:42Z,memlabapp-2,200,1009,
2026-04-02T14:01:43Z,memlabapp-3,200,977,
2026-04-02T14:01:44Z,memlabapp-4,200,1033,
2026-04-02T14:01:50Z,memlabapp-1,200,1001,
2026-04-02T14:01:51Z,memlabapp-2,200,915,
2026-04-02T14:01:52Z,memlabapp-3,200,998,
2026-04-02T14:01:53Z,memlabapp-4,200,1015,
2026-04-02T14:02:02Z,memlabapp-1,200,1004,
2026-04-02T14:02:03Z,memlabapp-2,200,920,
2026-04-02T14:02:04Z,memlabapp-3,200,1003,
2026-04-02T14:02:05Z,memlabapp-4,200,870,
2026-04-02T14:02:14Z,memlabapp-1,200,1137,
2026-04-02T14:02:15Z,memlabapp-2,200,904,
2026-04-02T14:02:15Z,memlabapp-3,200,837,
2026-04-02T14:02:16Z,memlabapp-4,200,892,
2026-04-02T14:02:23Z,memlabapp-1,200,1085,
2026-04-02T14:02:24Z,memlabapp-2,200,1086,
2026-04-02T14:02:25Z,memlabapp-3,200,1132,
2026-04-02T14:02:26Z,memlabapp-4,200,961,
2026-04-02T14:02:35Z,memlabapp-1,200,832,
2026-04-02T14:02:36Z,memlabapp-2,200,910,
2026-04-02T14:02:37Z,memlabapp-3,200,992,
2026-04-02T14:02:38Z,memlabapp-4,200,1086,
2026-04-02T14:02:44Z,memlabapp-1,200,-1857,
2026-04-02T14:02:45Z,memlabapp-2,200,1043,
2026-04-02T14:02:46Z,memlabapp-3,200,1113,
2026-04-02T14:02:47Z,memlabapp-4,200,1127,
2026-04-02T14:02:56Z,memlabapp-1,200,1029,
2026-04-02T14:02:57Z,memlabapp-2,200,987,
2026-04-02T14:02:58Z,memlabapp-3,200,872,
2026-04-02T14:02:59Z,memlabapp-4,200,1008,
2026-04-02T14:03:08Z,memlabapp-1,200,969,
2026-04-02T14:03:09Z,memlabapp-2,200,973,
2026-04-02T14:03:10Z,memlabapp-3,200,863,
2026-04-02T14:03:11Z,memlabapp-4,200,926,
2026-04-02T14:03:17Z,memlabapp-1,200,925,
2026-04-02T14:03:18Z,memlabapp-2,200,1012,
2026-04-02T14:03:19Z,memlabapp-3,200,1065,
2026-04-02T14:03:20Z,memlabapp-4,200,1129,
2026-04-02T14:03:29Z,memlabapp-1,200,826,
2026-04-02T14:03:30Z,memlabapp-2,200,960,
2026-04-02T14:03:31Z,memlabapp-3,200,945,
2026-04-02T14:03:32Z,memlabapp-4,200,884,
2026-04-02T14:03:41Z,memlabapp-1,200,978,
2026-04-02T14:03:42Z,memlabapp-2,200,763,
2026-04-02T14:03:43Z,memlabapp-3,200,966,
2026-04-02T14:03:44Z,memlabapp-4,200,887,
2026-04-02T14:03:50Z,memlabapp-1,200,933,
2026-04-02T14:03:51Z,memlabapp-2,200,1004,
2026-04-02T14:03:52Z,memlabapp-3,200,1007,
2026-04-02T14:03:53Z,memlabapp-4,200,949,
2026-04-02T14:04:02Z,memlabapp-1,200,974,
2026-04-02T14:04:03Z,memlabapp-2,200,1148,
2026-04-02T14:04:04Z,memlabapp-3,200,936,
2026-04-02T14:04:05Z,memlabapp-4,200,842,
2026-04-02T14:04:13Z,memlabapp-1,200,845,
2026-04-02T14:04:15Z,memlabapp-2,200,1114,
2026-04-02T14:04:13Z,memlabapp-3,200,-1787,
2026-04-02T14:04:14Z,memlabapp-4,200,1008,
2026-04-02T14:04:23Z,memlabapp-1,200,1025,
2026-04-02T14:04:24Z,memlabapp-2,200,954,
2026-04-02T14:04:25Z,memlabapp-3,200,995,
2026-04-02T14:04:26Z,memlabapp-4,200,979,
2026-04-02T14:04:35Z,memlabapp-1,200,1093,
2026-04-02T14:04:36Z,memlabapp-2,200,1010,
2026-04-02T14:04:37Z,memlabapp-3,200,924,
2026-04-02T14:04:38Z,memlabapp-4,200,1027,
2026-04-02T14:04:44Z,memlabapp-1,200,1105,
2026-04-02T14:04:45Z,memlabapp-2,200,988,
2026-04-02T14:04:46Z,memlabapp-3,200,744,
2026-04-02T14:04:47Z,memlabapp-4,200,832,
2026-04-02T14:04:56Z,memlabapp-1,200,855,
2026-04-02T14:04:56Z,memlabapp-2,200,923,
2026-04-02T14:04:58Z,memlabapp-3,200,1027,
2026-04-02T14:04:59Z,memlabapp-4,200,1014,
2026-04-02T14:05:08Z,memlabapp-1,200,1050,
2026-04-02T14:05:08Z,memlabapp-2,200,807,
2026-04-02T14:05:09Z,memlabapp-3,200,1012,
2026-04-02T14:05:11Z,memlabapp-4,200,1108,
2026-04-02T14:05:17Z,memlabapp-1,200,993,
2026-04-02T14:05:18Z,memlabapp-2,200,1106,
2026-04-02T14:05:19Z,memlabapp-3,200,1134,
2026-04-02T14:05:20Z,memlabapp-4,200,883,
2026-04-02T14:05:29Z,memlabapp-1,200,958,
2026-04-02T14:05:30Z,memlabapp-2,200,990,
2026-04-02T14:05:31Z,memlabapp-3,200,828,
2026-04-02T14:05:32Z,memlabapp-4,200,1254,
2026-04-02T14:05:41Z,memlabapp-1,200,971,
2026-04-02T14:05:42Z,memlabapp-2,200,1089,
2026-04-02T14:05:43Z,memlabapp-3,200,1041,
2026-04-02T14:05:44Z,memlabapp-4,200,965,
2026-04-02T14:05:50Z,memlabapp-1,200,839,
2026-04-02T14:05:51Z,memlabapp-2,200,769,
2026-04-02T14:05:52Z,memlabapp-3,200,1070,
2026-04-02T14:05:53Z,memlabapp-4,200,800,
2026-04-02T14:06:02Z,memlabapp-1,200,823,
2026-04-02T14:06:03Z,memlabapp-2,200,883,
2026-04-02T14:06:04Z,memlabapp-3,200,861,
2026-04-02T14:06:05Z,memlabapp-4,200,1050,
