ts,app,status,elapsed_ms,error
2026-04-02T13:06:14Z,memlabapp-1,200,880,
2026-04-02T13:06:15Z,memlabapp-2,200,775,
2026-04-02T13:06:16Z,memlabapp-3,200,881,
2026-04-02T13:06:17Z,memlabapp-4,200,1013,
2026-04-02T13:06:26Z,memlabapp-1,200,839,
2026-04-02T13:06:27Z,memlabapp-2,200,800,
2026-04-02T13:06:28Z,memlabapp-3,200,1226,
2026-04-02T13:06:29Z,memlabapp-4,200,1031,
2026-04-02T13:06:35Z,memlabapp-1,200,957,
2026-04-02T13:06:36Z,memlabapp-2,200,886,
2026-04-02T13:06:37Z,memlabapp-3,200,1041,
2026-04-02T13:06:38Z,memlabapp-4,200,1043,
2026-04-02T13:06:47Z,memlabapp-1,200,1004,
2026-04-02T13:06:48Z,memlabapp-2,200,946,
2026-04-02T13:06:49Z,memlabapp-3,200,1069,
2026-04-02T13:06:50Z,memlabapp-4,200,988,
2026-04-02T13:06:59Z,memlabapp-1,200,866,
2026-04-02T13:07:00Z,memlabapp-2,200,938,
2026-04-02T13:07:01Z,memlabapp-3,200,907,
2026-04-02T13:07:02Z,memlabapp-4,200,1008,
2026-04-02T13:07:08Z,memlabapp-1,200,1012,
2026-04-02T13:07:09Z,memlabapp-2,200,949,
2026-04-02T13:07:10Z,memlabapp-3,200,934,
2026-04-02T13:07:11Z,memlabapp-4,200,1070,
2026-04-02T13:07:20Z,memlabapp-1,200,1038,
2026-04-02T13:07:21Z,memlabapp-2,200,888,
2026-04-02T13:07:22Z,memlabapp-3,200,954,
2026-04-02T13:07:23Z,memlabapp-4,200,1043,
2026-04-02T13:07:32Z,memlabapp-1,200,1018,
2026-04-02T13:07:33Z,memlabapp-2,200,950,
2026-04-02T13:07:32Z,memlabapp-3,200,-1601,
2026-04-02T13:07:33Z,memlabapp-4,200,952,
2026-04-02T13:07:42Z,memlabapp-1,200,1025,
2026-04-02T13:07:43Z,memlabapp-2,200,975,
2026-04-02T13:07:44Z,memlabapp-3,200,814,
2026-04-02T13:07:44Z,memlabapp-4,200,908,
2026-04-02T13:07:54Z,memlabapp-1,200,1135,
2026-04-02T13:07:55Z,memlabapp-2,200,1045,
2026-04-02T13:07:55Z,memlabapp-3,200,785,
2026-04-02T13:07:57Z,memlabapp-4,200,1221,
2026-04-02T13:08:03Z,memlabapp-1,200,1083,
2026-04-02T13:08:04Z,memlabapp-2,200,911,
2026-04-02T13:08:05Z,memlabapp-3,200,1007,
2026-04-02T13:08:06Z,memlabapp-4,200,972,
2026-04-02T13:08:15Z,memlabapp-1,200,927,
2026-04-02T13:08:16Z,memlabapp-2,200,770,
2026-04-02T13:08:17Z,memlabapp-3,200,872,
2026-04-02T13:08:18Z,memlabapp-4,200,896,
2026-04-02T13:08:27Z,memlabapp-1,200,1043,
2026-04-02T13:08:28Z,memlabapp-2,200,1095,
2026-04-02T13:08:29Z,memlabapp-3,200,1002,
2026-04-02T13:08:30Z,memlabapp-4,200,1057,
2026-04-02T13:08:36Z,memlabapp-1,200,931,
2026-04-02T13:08:37Z,memlabapp-2,200,1070,
2026-04-02T13:08:38Z,memlabapp-3,200,958,
2026-04-02T13:08:39Z,memlabapp-4,200,840,
2026-04-02T13:08:48Z,memlabapp-1,200,1124,
2026-04-02T13:08:49Z,memlabapp-2,200,1023,
2026-04-02T13:08:50Z,memlabapp-3,200,1039,
2026-04-02T13:08:51Z,memlabapp-4,200,1006,
2026-04-02T13:09:00Z,memlabapp-1,200,768,
2026-04-02T13:09:01Z,memlabapp-2,200,917,
2026-04-02T13:09:02Z,memlabapp-3,200,1136,
2026-04-02T13:09:01Z,memlabapp-4,200,-1369,
2026-04-02T13:09:09Z,memlabapp-1,200,758,
2026-04-02T13:09:10Z,memlabapp-2,200,992,
2026-04-02T13:09:11Z,memlabapp-3,200,801,
2026-04-02T13:09:12Z,memlabapp-4,200,839,
2026-04-02T13:09:21Z,memlabapp-1,200,965,
2026-04-02T13:09:22Z,memlabapp-2,200,785,
2026-04-02T13:09:23Z,memlabapp-3,200,717,
2026-04-02T13:09:23Z,memlabapp-4,200,788,
2026-04-02T13:09:32Z,memlabapp-1,200,1045,
2026-04-02T13:09:31Z,memlabapp-2,200,-1577,
2026-04-02T13:09:32Z,memlabapp-3,200,1005,
2026-04-02T13:09:33Z,memlabapp-4,200,1116,
2026-04-02T13:09:42Z,memlabapp-1,200,806,
2026-04-02T13:09:43Z,memlabapp-2,200,976,
2026-04-02T13:09:44Z,memlabapp-3,200,955,
2026-04-02T13:09:44Z,memlabapp-4,200,762,
2026-04-02T13:09:54Z,memlabapp-1,200,1063,
2026-04-02T13:09:55Z,memlabapp-2,200,1169,
2026-04-02T13:09:56Z,memlabapp-3,200,1116,
2026-04-02T13:09:57Z,memlabapp-4,200,1206,
2026-04-02T13:10:03Z,memlabapp-1,200,986,
2026-04-02T13:10:04Z,memlabapp-2,200,805,
2026-04-02T13:10:05Z,memlabapp-3,200,1002,
2026-04-02T13:10:06Z,memlabapp-4,200,1098,
2026-04-02T13:10:15Z,memlabapp-1,200,970,
2026-04-02T13:10:17Z,memlabapp-2,200,1226,
2026-04-02T13:10:18Z,memlabapp-3,200,1119,
2026-04-02T13:10:19Z,memlabapp-4,200,910,
2026-04-02T13:10:28Z,memlabapp-1,200,1023,
2026-04-02T13:10:29Z,memlabapp-2,200,1000,
2026-04-02T13:10:30Z,memlabapp-3,200,1139,
2026-04-02T13:10:31Z,memlabapp-4,200,908,
2026-04-02T13:10:37Z,memlabapp-1,200,1104,
2026-04-02T13:10:38Z,memlabapp-2,200,1110,
2026-04-02T13:10:39Z,memlabapp-3,200,1133,
2026-04-02T13:10:40Z,memlabapp-4,200,1006,
2026-04-02T13:10:49Z,memlabapp-1,200,939,
2026-04-02T13:10:50Z,memlabapp-2,200,1018,
2026-04-02T13:10:52Z,memlabapp-3,200,1079,
2026-04-02T13:10:53Z,memlabapp-4,200,1053,
2026-04-02T13:11:02Z,memlabapp-1,200,1049,
2026-04-02T13:11:03Z,memlabapp-2,200,1003,
2026-04-02T13:11:01Z,memlabapp-3,200,-1423,
2026-04-02T13:11:02Z,memlabapp-4,200,1127,
2026-04-02T13:11:11Z,memlabapp-1,200,964,
