ts,app,status,elapsed_ms,error
2026-04-02T11:58:34Z,memlabapp-1,200,1074,
2026-04-02T11:58:35Z,memlabapp-2,200,1049,
2026-04-02T11:58:36Z,memlabapp-3,200,959,
2026-04-02T11:58:37Z,memlabapp-4,200,1090,
2026-04-02T11:58:47Z,memlabapp-1,200,1071,
2026-04-02T11:58:48Z,memlabapp-2,200,955,
2026-04-02T11:58:48Z,memlabapp-3,200,978,
2026-04-02T11:58:49Z,memlabapp-4,200,896,
2026-04-02T11:58:58Z,memlabapp-1,200,990,
2026-04-02T11:58:59Z,memlabapp-2,200,880,
2026-04-02T11:59:00Z,memlabapp-3,200,1012,
2026-04-02T11:58:59Z,memlabapp-4,200,-1536,
2026-04-02T11:59:08Z,memlabapp-1,200,1118,
2026-04-02T11:59:09Z,memlabapp-2,200,923,
2026-04-02T11:59:10Z,memlabapp-3,200,943,
2026-04-02T11:59:11Z,memlabapp-4,200,795,
2026-04-02T11:59:19Z,memlabapp-1,200,946,
2026-04-02T11:59:20Z,memlabapp-2,200,889,
2026-04-02T11:59:21Z,memlabapp-3,200,1031,
2026-04-02T11:59:23Z,memlabapp-4,200,1226,
2026-04-02T11:59:29Z,memlabapp-1,200,843,
2026-04-02T11:59:30Z,memlabapp-2,200,790,
2026-04-02T11:59:31Z,memlabapp-3,200,1178,
2026-04-02T11:59:32Z,memlabapp-4,200,870,
2026-04-02T11:59:41Z,memlabapp-1,200,809,
2026-04-02T11:59:42Z,memlabapp-2,200,891,
2026-04-02T11:59:43Z,memlabapp-3,200,1003,
2026-04-02T11:59:43Z,memlabapp-4,200,906,
2026-04-02T11:59:52Z,memlabapp-1,200,964,
2026-04-02T11:59:53Z,memlabapp-2,200,1058,
2026-04-02T11:59:55Z,memlabapp-3,200,1030,
2026-04-02T11:59:56Z,memlabapp-4,200,1007,
2026-04-02T12:00:02Z,memlabapp-1,200,1180,
2026-04-02T12:00:03Z,memlabapp-2,200,822,
2026-04-02T12:00:04Z,memlabapp-3,200,986,
2026-04-02T12:00:05Z,memlabapp-4,200,919,
2026-04-02T12:00:14Z,memlabapp-1,200,936,
2026-04-02T12:00:15Z,memlabapp-2,200,884,
2026-04-02T12:00:16Z,memlabapp-3,200,1065,
2026-04-02T12:00:17Z,memlabapp-4,200,1004,
2026-04-02T12:00:26Z,memlabapp-1,200,987,
2026-04-02T12:00:27Z,memlabapp-2,200,839,
2026-04-02T12:00:27Z,memlabapp-3,200,851,
2026-04-02T12:00:28Z,memlabapp-4,200,881,
